,label,content
947,Negative,"Aplikasi ngga jelas mau daftar aja ngga bisa eror mulu , kaya ngga niat ngasih bantuan nya ..😒😒"
948,Negative,Ini aplikasi sering eror. Begitu daftar tidak bisa. Tolong di perbaiki admin
949,Positive,"Setelah di update, jadi tidak bisa,, error john parse"
950,Negative,"Selalu gagal dalam pendaftaran karena terkendala koneksi, padahal koneksi internet dalam keadaan normal"
951,Negative,"Daftar akun baru , error terus , kalau belum siap di pakai jangan di Realis lah"
952,Negative,agk curiga ama ni aplikasi udh daftar dan dapat verifikasi dri email tapi ttep gak bisa login ini aplikasi cuma pngen ambil data org2 sja yg dafatr. kalo belum bisa mengembangkn aplikasi jgn sok2an bikin serba online bnerin dlu sdm nya gak jelas blass gak jels
953,Negative,Aplikasinya tidak memuaskan pada hal aplikasi seperti yang masyarakat butuhkan agar tidak salah arah dalam pemberian bantuan setiap akan logim error.
954,Negative,Tolong perbaiki aplikasinya sering bug los conect terus saat mendaftar.
955,Negative,udah nunggu lama balasan dari email..sekalinya udah di fervikasi mau login ga bisa selalu eror...
956,Negative,Tolong di tingkatkan/perbaiki server jaringan nya susah loginnya (error json)
957,Negative,"ternyata bukan saya doang yg kendala error,,saya baca semua ulasan semua sama.. mungkin cuma lewat RT yg hanya dapet bansos,,keluarga RT yg berhak semua dapat😏"
958,Negative,Aplikasi gak stabil malah diluncurkan. jadi mempertanyakan kemampuan SDM yg ada di pemerintahan.
959,Negative,"Min cba perbaiki appnyaa,,, pas mau daftar dan sdh isi dengan lengkap selalu error json P"
960,Negative,Gak bisa log in.. padahal udah daftar ulang dan udah verifikasi email..
961,Negative,Update perbaikan tidak bisa login..udah di update tetep aja ga bisa login
962,Negative,Ko eror terus sihh udah di coba beberapa kali juga masih tetep error
963,Negative,"Aplikasi tidak jelas, selalu eror saat pendaftaran. Kalau tidak niat buat aplikasi, jangan buat, merugikan banyak pihak"
964,Negative,"Sudah daftar dan mengisi sesuai arahan Giliran kita mau log in, nama dan pasword salah terus ,,,,,"
965,Positive,Aplikasi error... Tidak bisa melakukan pendaftaran... Hebat aplikasinya...
966,Negative,"Ampun deh, udah daftar mpe 3kali tetep ga bs login, piye maksudnya"
967,Negative,"Kenapa ya pas mau registrasi baru pilihan provinsi itu ngga bisa dibuka?. Terus selalu ada eror gitu, tolong ya diperbaiki lagi"
968,Negative,Aplikasi g guna selalu ada perbaikan system...anggap saja Bantuan setengah hati
969,Negative,Pada saat mendaftar akun dan sudah memasukan semua data. Aplikasi error
970,Negative,"#lapor.go.id Lapor Pak Jokowi Sy sdh registrasi pd tgl 15/9/2022 pd aplikasi cek bansos utk login butuh verifikasi di email terdaftar tp mnunggu email balasan terverifikasi dari petugas yg terhormat di kemensos, stlh dpt email skitar 1 bulan pd tgl 12/10/2022 terverifikasi akunnya tetapi tidak bs login karena password blm di aktivasi msh mnunggu notifikasi email slanjutnya sy cb tekan lupa password ada balasan email, sy tekan link websitenya tdk bs di akses tolong sgr perbaiki websitenya,"
971,Negative,"Kenapa ga bisa login padahal gue udah daftar trus berhasil, ngurus gini doang ga becus"
972,Negative,"2minggu error padahal sudah berhasil tinggal login doang, kirain update makin bener taunya sama aja payah"
973,Negative,Agak mengecewakn sih pas mw login yg tertampil aplikasi eror segera hubungi admin katanya..tolong dong admin dperbaiki kendalanya..
974,Negative,Aplikasi error trs padahal sudah isi biaodata ... Tolong di perbaharui
975,Negative,"Error terussss dan error ,cape sama kata"" error sampe hp juga pundung gamau idup lagi"
976,Positive,Maaf ni mau tanya. Berapa lama pemeliharaan aplikasinya yah? Soalnya saya mau cek penerimaan bantuan BBM tp gak masuk-masuk 🙏
977,Negative,aplikasinya sering eror.jarang sekali stabil. mohon diperbaiki
978,Negative,"Kenapa semua aplikasi resmi Pemerintah ataupun situs webnya atau yang berbasis online banyak yang gak berfungsi sebagaimana mestinya, terutama ""error json parse"" pada usulan penambahan mandiri, sama satu lagi kerjaan dinsos kabupaten pasuruan ngapain saja, padahal butuh jawaban mendesak tapi lelet, sudah 5 hari pengadian di lapor belum dapat jawaban, kontak dan akun sosmed pun tidak ada uang aktiv"
979,Negative,"Saya sudah mendaftar, masukkan informasi pribadi no KK,nik, dan swafoto KTP. Tapi masih juga tidak bisa menggunakan aplikasi. Ini bagaimana?"
980,Negative,Apk eror mulu baru mau daftar aja gabisa mulu... Gak jelas banget dah.
981,Negative,Aplikasi nya kaga berfungsi tolong di perbaiki lagi dan web nya
982,Negative,Aplikasi eror mulu saat login...tolong perbaiki lagi...masak aplikasi pemerintah kayak gini jelek nya
983,Negative,"Parah mau daftar aja ga bisa, gimana sih kerjaan nya pemerintah. Masa buat aplikasi pendataan aja susah bener. ""Error Json Parse"" lah gimana mau nyampai datanya??"
984,Negative,"Admid kemensos tolong diperbaiki Aplikasinya, Setiap Mau daftar selalu Eror, niat gk sich buat aplikasinya"
985,Negative,"Mau ngeluh masalah kendala login udah banyak dgn keluhan yg sama. Apa ditanggapi? Hehe.. Kaleng kerupuk! Kalo gak bisa bikin apk gak usah sok2an bikin apk. Buang2 anggaran negara, dan malah mempersulit rakyat yg emang butuh bansos dgn sistem pendataan lewat apk sampah gini. Pake cara jadul dgn pendataan melalui RT/RW/Desa jg udah cukup. Asal dana bansosnya gak dikorupsi, insya Allah rakyat yg membutuhkan lebih tepat sasaran.."
986,Negative,"Payaah aplikasi sudah ada balasan di emaail disuruh login maalah gak bisa masuk2, payah bangetttt."
987,Negative,Akun udh aktif sekali mau loging tidak bisa erorr terus aplikasi niat gak sie mau bantu.
988,Negative,Sungguh parah maintenance nya tolong developer nya perbaiki lagi aplikasi nya
989,Negative,"Aplikasi gajelas, bikin aplikasi simple kaya gini aja masih banyak BUG !"
990,Negative,"Aplikasi gak karuan, uda daftar tpi gk masuk login kacau ni.. data kita bahaya.. tolong jgn download aplikasi ini.. bahaya"
991,Negative,Kenapa kok nggak bisa di buka.. Selalu jawabannya error terus.. admin tolong di perbaiki jangan tidur mulu
992,Negative,"Udah daftar tp gak bisa di buka, alasan nya gak aktif, data udah masuk semua"
993,Negative,"Aplikasinya buruk, udah capek ngisi data ternyata ngk bisa digunakan alias error"
994,Negative,"Apk sampah. Sudah didownload dan isi data,saat mau foto KTP berkali-kali balik ke awal."
995,Negative,"Tolong kenapa saya selalu gagal di alamat penginputan data,padahal saya sudah masukan data sesuai kk,saya"
996,Negative,"error mulu dah, error tidak bisa log in setelah diperbarui error json parse"
997,Negative,Susah untuk buat akun pendaftaran data sudah benar tapi eror pas klik setuju kecewaaaaaaaaaa
998,Negative,"Ga bisa log in padahal sudah dapat email kedua, aneh nich aplikasi Ga jelas PHP doanx"
999,Negative,"Apakah sdh ada yang bisa daftar di akun ini? Saya sudah coba berhari hari, tapi ngak bisa juga. Hasilnya hanya ""error json parse dan error aplikasi hubungi admin"
1000,Negative,"Parahh nya pake UUUUU .. mau daftar aja kaya susah nya kaya mau masuk ke gedung pemerintah ada duri nya ,, aplikasi nya tolong di benahin pak mana pake bahasa spanyolllll"
1001,Negative,"Aplikasinya blm bisa digunakan, banyak bugs nya hmm:(("
1002,Positive,Untuk sementara pelayanan dan pengalaman yang dialami belum bisa direkomendasikan atau dikonfirmasi karena pendaftaran selalu error
1003,Negative,"Ud dpt verifikasi email, tp tidak bisa login di aplikasi ini. Payah."
1004,Negative,Sudh verivikasi tapi tidak bisa login . Bintang saya perpaiki jika ada perubahan
1005,Negative,Aplikasi dr kementrian aja masih banyak bug nya ga di fix
1006,Negative,Log in mau daftar kok eror mulu knpa sulit ?? Apa bantuan nya udah masuk saku ya shingga susah daftar dan eror ..
1007,Negative,Sepertinya aplikasi ini belum siap untuk di rilis. Setiap kali mau dibuka selalu error.
1008,Negative,"Dari kemarin login, error terus anehh.. tolong dong perbaiki"
1009,Positive,"Terlalu banyak pengguna jadi error terus,buat akun belum bisa"
1010,Negative,"Aplikasi gak jelas. Sudah mengisi data, tapi gak bisa Login. 👎👎"
1011,Negative,Kecewa sih belom sempet masuk eror mulu ud 3x foto gak bisa2 .. gimana itu ya kendala sebelum login daftar aja eror mulu
1012,Positive,Aplikasi error'terus dan link ubah password nya gak bisa di buka
1013,Negative,"Ya ampun susahnya di aplikasi..cuman mau daftar ajja gak bisa"" tolong donk di permudah. 😢"
1014,Neutral,"Gagal daftar terus, alasannya attribute tidak sesuai .ga jelas aplikasinya"
1015,Negative,"Aplikasi nya banyak error nya Pass daftar nggk bisa gara"" error"
1016,Negative,Error json parse itu scriptnya javascript banyak yg error..mohon untuk diperbaiki developernya
1017,Negative,"Gak bisa login percuma ada aplikasi, Perbaiki dong, biar lebih bagus aplilasinya"
1018,Negative,"Mau masukan, propinsi loading lama bgt, ga bisa² jdi kasih bintang 2 dulu,"
1019,Negative,Sudah dapat email aktivasi nya tapi sampe sekarang gak bisa login udh diperbarui juga sama aja Tolong dong diperbaiki
1020,Negative,Pegimana ini min..mau ngajuin usulan mandiri pas mau upload data nya error pd aplikasi mulu...
1021,Negative,Kalau belum niat bikin aplikasi kagak usah bikin dah! Mau daftar dan cek saja eror mulu malu ame aplikasi pihak swasta yg selangkah lebih maju
1022,Negative,"Bikin apk nya emang iseng kali ya? Gagal login terus. Kalo emang buat mempermudah masyarakat, bikin bener2 donk...!!!"
1023,Negative,"Sudah Terima email ke-2, tapi aplikasi cek bansos tidak bisa login."
1024,Negative,"Cek bansos error gak bs login gimana mu daftar y..sdh poto KTP poto Selfi pegang KTP eehh nyata ternyata error gak guna jngn download aplikasi ini..aplikasi gak guna cari""..k untungan aja cr cuan"
1025,Negative,Ini aplikasi bisa dipake nggk sih mau login aja susah amat muncul error mulu 😡
1026,Negative,Udah bisa masuk tapi masih error tingkatkan terus lah
1027,Negative,Uduh utak atik aplikasi ini stress rasanya gagal terus cuman bikin orang kopusing jadi tambah pusing.
1028,Negative,"Aplikasi tidak bermutu, buat akun baru muncul pesan error json phrase."
1029,Negative,Min admin ini aplikasi gimana tiap daftar gagal terus udah seminggu saya coba trus tetep gagal kalo gak penting di hapus saja.
1030,Negative,"Ini aplikasi error' terus, tolong dong di perbaiki kembali 🙏🏻"
1031,Negative,Kenapa setelah di apdate malah tidak bisa login.... Tolong lah di perpaiki kendalanya...
1032,Negative,"Berhati""lah jaman sekarang kan banyak tu yg nama nya modus.kalau iya ini bener""aplikasi pemerinta kan gak apa"".kalau jika tidak data identitas udah isi semua dan di salah gunakan pakai cari utang seperti itu siapa yg mau tanggu jawab aiyo intinya berhati""lah itu pasti lebih baik dan aman"
1033,Negative,tak kira setelah pembaruan bisa di bukak ternyata sama saja. lebih baik di hapus
1034,Negative,"Udah di update tetep aja gabisa login hadeh, perbaiki lagi"
1035,Negative,Mau daftar aja susah...selalu aja gangguan terus..mohon untuk di perbaiki.
1036,Positive,"kepada devplover dan pihak yang ada,,kok aplikasi nya,erorr ??saat mau digunakan,,trimakasih"
1037,Negative,Tolong diperbaiki lagi aplikasinya. Pas daftar akun error
1038,Negative,Aplikasi tidak bisa d gunakan sering eror tolong d perbaiki
1039,Neutral,Aplikasi error terus ga bisa login kaya ga niat bikin aplikasi
1040,Negative,Sudah ada pesan email tapi pas mau login belum ter aktivasi aplikasi macam apasi ini😞
1041,Neutral,aplikasi tidak bekerja sudah coba daptar pas login minta akun baru lagi dan ber ulang
1042,Positive,"Tepatnya tgl 3 october 2022 bahwa sanggahan sy sdh berhasil pendaftaran, bahkan sdh ada laporan ke email sy, tp bgtu sy BK apl cek bansos RI sampai saat ini TDK bisa di buka atau melakukan kelanjutannya,,jdi tolong untuk di perbaiki apl nya"
1043,Negative,Tidak bisa daftar karena selalu error di bagian pilih provinsi
1044,Negative,"Astaghfirullah masih belum bisa registrasi, masih Error, malah disuruh hubungi Admin. Astaghfirullah, kok gini sih updatedannya"
1045,Negative,Belum terdaftar/aktivasi padahal akun sudah terdaftar dan diperintahkan login
1046,Negative,𝚂𝚊𝚊𝚝 𝚋𝚞𝚊𝚝 𝚊𝚔𝚞𝚗 𝚋𝚊𝚛𝚞 𝚝𝚒𝚍𝚊𝚔 𝚋𝚒𝚜𝚊 𝚝𝚎𝚛𝚟𝚎𝚛𝚒𝚏𝚒𝚔𝚊𝚜𝚒 𝚔𝚊𝚝𝚊𝚗𝚢𝚊 𝚊𝚕𝚊𝚖𝚊𝚝 𝚝𝚒𝚍𝚊𝚔 𝚜𝚎𝚜𝚞𝚊𝚒... 𝙿𝚊𝚍𝚊𝚑𝚊𝚕 𝚒𝚜𝚒 𝚍𝚊𝚝𝚊 𝚜𝚍𝚑 𝚜𝚎𝚜𝚞𝚊𝚒 𝚜𝚎𝚖𝚞𝚊
1047,Negative,aplikasi yg sangat tidak berguna..knp pemerintah bisa merelis aplikasi seperti ini kalo tidak bisa di gunakan oleh masyarakat...tolong dong perbaikan...atawa hapus aplikasi ini
1048,Negative,Aplikasi selalu eror dan saya setiap buat data usulan belum selesai daftar udah langsung kembali sendiri
1049,Negative,Aplikasi samph nggk ada gunanya berkali kali daftar tetep aja eror dah berbulan bulan 🤦🤦🤦
1050,Negative,"Sudah klik lupa password giliran klik link yg di kirimkan gak kebuka , aplikasi aneh"
1051,Negative,Tidak bisa daftar. Alamat sudah diisi dengan benar tetap gagal
1052,Negative,"Aplikasi bangkai gak jelas bisa masuk 👎, mendingan hapus lagi."
1053,Negative,"Aplikasi opo iki munyer"" gak jelas , sinyal full eror"" ae isine . Percuma onok aplikasi tapi gak membantu"
1054,Negative,Udh bisa login sayang nya tidak bisa daftar bansos usulan malah loading mulu aneh Klo udh bisa saya kasih bintang 5
1055,Negative,"Asu bgt ni apk masa ga bisa login ,dah di update juga msih sama aja👎"
1056,Negative,Di saat daftar baru di pilih provinsi error jadi gk bisa daftar 😒
1057,Negative,"Sudah di aktivasi, tp gk bsa login ,apk gk guna."
1058,Negative,"Aplikasi apa ini mau login saja lama sekali , masalah koneksi katanyaaa haduh"
1059,Negative,"Aplikasi sampah, Sudah di update tapi tetap tak bisa dipakai buat akun 👎"
1060,Negative,jelas pasti dong. user skrng mana ada yg ngasih rating bagus kalo apk nya aja kyk bgni.
1061,Negative,tidak bisa mendaftar kendala orror pada sistem pencarian fropinsi
1062,Negative,Aplikasi sampah!!! Kebanyakan error kaya yang buat!!
1063,Negative,"Mksd_a apa jika ada ERROR JSON PARSE??? padahal baru buat akun baru,,,tapi tetap tidak bisa masuk atau dipakai aplikasi... 🙄🙄🤔"
1064,Negative,Tidak bisa login dan registrasi muncul tulisan (error Json parse) terus
1065,Negative,Ini gak jelass. Saya kira saya sendiri bermasalah sinyal nya ternyata semua orang sangat tidak bagus
1066,Negative,"Daftar susah,,aplikasi error silahkan hubungi admin...😔 Nanti klo sdh bisa daftar baru ditambahkan bintangnya"
1067,Negative,Uda daftar tpi gak bisa di buka... Keterangan masi belum aktivasi
1068,Negative,Demi allah ini aplikasi sangat. Sudah daftar dan pas ingin login selalu eror. Bintang satu aja. Emang gak becus nih yg mengelola aplikasi ini
1069,Negative,"Berulang-ulang mengisi data, tapi aplikasi nya eror terus."
1070,Negative,"tidak bisa login, selalu muncul pop up error Json Parse"
1071,Negative,Sudah terverivikasi semua kolomnya..tinggal klik setuju kok error.mohon diperbaiki lagi
1072,Negative,Gak bisa masuk di aplikasi.meskipun sudah dapat email..payah banget
1073,Negative,"Sebernya pemerintah itu pas luncurin ini apk niat gk sih bnyk yg error setara pemerintah loh ini bisa buat apk yg kek gk niat gtu,apanya d permudah,mau daftr susah tp suruh download ini klo mau ngajukan bansos"
1074,Negative,"Apa ini login aja susah bener,produk pemerintah kok mengecewakan gini,org IT nya pilih yg pinter2 napa jgn pilih yg disukain doang tapi krj kagak bisa"
1075,Negative,Kenapa tidak bisa daftar sih....tolong dong di perbaiki aplikasinya anda anda kan orang pintar semua
1076,Negative,Kecawa saya download. G bisa masuk.. eror terus.. tinggal loging saja susah.. apakah ini kinerja kemensosnya..
1077,Negative,"Buruk sekali,sudah di update tetep saja notif nya eror terus 🥲 Semoga segera di perbaiki"
1078,Negative,"Udah hampir setahun daftar blum di aktivasi juga...Ampe lupa sandi sama username.daftar lgi nik udah terdaftar,kocakkkk dah aplikasi sekelas pemerintah ga becus Kya gini"
1079,Negative,"Gak bs registrasi,kenapa sih aplikasi milik pemerintah selalu begini??error....mengecewakan"
1080,Negative,"Oalah gk bisa dibuka blas aplikasinya, trs di pajang di playstore buat apa?????"
1081,Negative,"Susah daftar , terjadi kesalahan aplikasi Tolong perbaiki"
1082,Negative,Sangat kecewa dgn ini aplikasi. Setiap mau login sllu eror. Sepertinya yg buat aplikasi gk niat...
1083,Neutral,"mao daftar aja error mulu, tolong perbaiki lagi aplikasinya"
1084,Negative,Setiap buka aplikasi mau login sedang dalam pemeliharaan sistem terus
1085,Negative,"Ini aplikasi apaan? Gak berguna tapi masih muncul aja, mendingan dihapus aja....Jason error' melulu"
1086,Negative,"Ngisi data koneksi error terus,kok mereka bilang dana BLT tepat sasaran,sasaran siapa,kemana?"
1087,Neutral,Kenapa kok belum ada respon dri dinsoskenapa aplikasi nya error min mhon utk di perbaiki dn penjelasan nya
1088,Negative,Saya Tidak Bisa Login karna selalu muncul tulisan error json parse setiap ingin masuk
1089,Negative,Aplikasi paling gak jelas dengan program g jelas...presiden gak jelas dengan mentri g jelas..hidup negara tanpa kejelasan.
1090,Negative,Tidak bisa merekam data mohon dibantu biar aplikasinya lebih cepat
1091,Negative,"Daftarnya lama, nunggu verifikasi 2 Minggu lebih, selesai verifikasi ga bisa login. Aplikasi ini di bikin pake duit rakyat tapi rakyat ga bisa pake. KPK coba usut nih"
1092,Negative,"Sperti hanya smacam pajangan saja tidak ada followup atau interaksi selanjutnya,membingungkan tujuannya untuk apa ?"
1093,Neutral,"Belum bisa masuk, mau ganti kata sandi, link yg diberi error g bisadibuka, udah 1 bln ini"
1094,Negative,Mantap aplikasinya selalu error ingin tambah ulasan diaplikasi error terus
1095,Negative,"Ga bisa login, username dan passwordnya udh sama, aneh ni apk"
1096,Neutral,Saya sudah daftar di aplikasi ini dan mengajukan tambah usulan tapi belum dicek terus..
1097,Positive,Terimakasih sekarang sudah bisa di buka.cuma masih ada kekurangan untuk pengajuan usul sanggah yang sampai saat ini masih belum juga di tinjau oleh pihak pusat kemensos
1098,Negative,"Udah dapat email buat login,di coba login error' terus"
1099,Negative,"gabisa log in sama sekali, padahal udh aktivasi . Bad siiii"
1100,Negative,"Saya mau buat akun keluar mulu keluar mulu pada saat mau Swafoto + KTP, gmn caranya kalo kaya bgtu biar bisa buat akunnya"
1101,Positive,"Error saat buat akun, apakah aplikasi ini sudah tidak berlaku lagi? Mohon penjelasan nya ya admin, Terimakasih."
1102,Positive,"Berhasil tinggal menunggu verifikasi, mudah mudahan disetujui 🤲"
1103,Negative,Aplikasi gak berguna. Aktifasi aja eror mulu. Aplikasi sampah. Kalo gak mampu bikin aplikasi buat bantu rakyat. Gak usah dibikin.
1104,Negative,"Kalau mau transparan ya transparan ini mau transparan aplikasi nya "" ERROR JOHN PARSE MULU "" gimana bisa disebut transparan kalau aplikasi nya kek gitu.."
1105,Negative,Aplikasiny errror pas didaftar langsung keluar dr aplikasi dn sangat lambat loadingnya
1106,Negative,"aplikasinya sering eror, saya sudah berulangkalo membuat akun, tapi gagal karena kendala aplikasi eror"
1107,Negative,"Sudah berkali"" daftar tetap tdk bisa langsung saja keluar"
1108,Negative,"Aplikasi tidak layak digunakan, error melulu. Mau tambah usulan aja tulisannya ""Error Json Parse"" mulu. Emang jelek parah ini aplikasi. Kasih rating 1 aja rame2."
1109,Negative,Aplikasi tidak berguna mau login tetep aja nggak bisa
1110,Negative,"Error terus, Ketika mao menambahkan usulan.ket harap hub adm.tolong dunk min diperbaikin sistem ny"
1111,Negative,Fitur usulan tidak bisa digunakan selalu aplikasi error dan hubungi admin
1112,Negative,Aplikasinya eror bang. Tolong diperbaiki ya. 🙏
1113,Positive,Tolong di perbaiki lagi masih serung eror....terimakasih karna sudah ada apk ini
1114,Negative,Sedihhh lah udah bulan kemarin kemarin selalu sabar trus mencoba dan sampe sekarang slalu gagal buat akunnya..kasi kesempatan lah buat kita yg berhak mendaftarkan diri....masa buat akun aja susah sekali
1115,Positive,"Semoga saya bisa dapat bansos , karena dari dulu sampai sekarang belum pernah dapat bantuan dari pemerintah..agak bingung juga kok bisa ngak pernah dapat bantuan apa apa dari pemerintah.."
1116,Negative,"Gak bisa buat akun selalu error, mohon untuk di perbaiki lagi aplikasinya"
1117,Negative,Selalu aplikasi eror hubungkan ke admin kecewa dengan aplikasi tidak valid
1118,Negative,Aplikasi teeeekkkk.... Error muelulu gak tau apa yg di perbaiki...
1119,Negative,"Mau daftar eror terus aplikasi nya, tolong perbaiki lagi"
1120,Negative,"Tidak bisa daftar,, udah di cb trs tetap tidak bisa.."
1121,Negative,Daftar tp gagal terus alamat tidak sesuai. Padahal udah benar
1122,Negative,Sudah saya update aplikasinya masih gak bisa login padahal sudah di aktivasi melalui email
1123,Positive,"Tolong klau ada sanggahan diresponlah, kami yg sangat layak dapat bantuan malah tdk dapat sm sekali,.yg lebih mampu malah dapat,.usul lebih baik hapus sj bansos,.untuk menghindari kecemburuan sosial"
1124,Negative,Mau daftar akun aja eror trus Padahal semua data sudah terisi benar
1125,Negative,Sudah aktivasi dan sudah dapat email suruh log in tapi gabisa dibuka
1126,Negative,Baru juga daftar eh pas login username atau password tidak ditemukan
1127,Negative,"Gimana cara nya ngedaftar pengen bantuan padahal sudah berhasil, pas daftar elor trus."
1128,Negative,"Sudah bisa reset kata sandi,tapi pas di email dan suruh klik link nya masih ga bs,dan di cba reset kata sandi lg malah user tidak ditemukan"
1129,Negative,Aplikasi gagal....gk ada respon......aplikasi gk fungsi un faedah.....
1130,Negative,"Eror... Terus setiap mau coba daftar ... Muncul terus tulisan Error,json parse."
1131,Negative,G bsa daftar Selalu error error da error setiap klik tambah data baru
1132,Negative,"Sampai sekarang belum bisa masuk, masalah jaringan terus. Aneh"
1133,Negative,"Sudah tau lah ya kualitas aplikasinya seperti apa, semua aplikasi pemerintah patut diacungi jempol KEBAWAH..!!"
1134,Negative,"Malu maluin aja, aplikasi punya negara malah kalah dengan aplikasi punya perorangan. Gimana bansos mau merata jika diaplikasi kemensos nya aja ga jelas kaya gini."
1135,Negative,Aplikasi serin error dan suruh hubungi admin.
1136,Negative,"Aplikasi tidak berfungsi sesuai harapan, kemana lagi kami mengadu tentang penyelewengan bansos yg tidak tepat sasaran"
1137,Negative,Tsk bisa login...pesan error JSON parse. Tolong dong diperbaiki
1138,Negative,Saya sdh dpt email Selamat aktivasi akun anda berhasil Silahkan login. Tapi sy coba berkali2 login ga bisa.
1139,Negative,kenapa aplikasi nya error ya setiap mau mengusulkan? semoga segera diperbaiki
1140,Negative,"Ini aplikasi apaan si,error mulu ga bisa mencet apapun langsung error."
1141,Negative,Tolong lah buat aplikasi jgn abal2 kan memalukan... Baru daftar eror mau masuk eror.. apa coba ....
1142,Negative,"Gajelas banget.. semua data udh di isi, begitu klik buat akun malah eror"
1143,Negative,Kalau daftar udah login selalu ada tulisan eror nya ...tidak bisa di permudahkan apa????
1144,Negative,"Mau nambah usulan pasti selalu eror, sudah capek capek ngisi data malah error terus"
1145,Negative,Mohon perbaiki sistemnya saya setiap mau daftar selalu saja eror
1146,Negative,Gimana mau nge-cek dan mendaftar yg nerima Bansos sedangkan Aplikasinya aja gak beres alias ERROR Terus
1147,Negative,"Aplikasi penipuan jangan didownload, data kita bisa diambil, kita juga gk bisa login."
1148,Negative,"Koneksi error..json pharse pas pilih provinsi ga bisa dipakai aplikasinya keburu telat daftarnya, Jd bintang 1 dllu"
1149,Negative,Ini gimana sih..bner niat bantu apa cm ngasih rahapan doank...aku udah isi smua data komplit mnurut ptunjuk..tp hasilnya ko g sesuai hrapan...kalo g errror...username atau pasword tdk d tmukan pdhal prsaaan bnr...tolonk d peebaiki donk... Apk g guna nyesel gua download
1150,Negative,Aplikasi nya error suruh hubungi admin. Tolong segera di perbaiki Sekarang.🙏
1151,Negative,Baru mau daftar error hubungi admin aplikasi sangat buruk.👎
1152,Negative,"Aplikasinya ini gimna,masa mau daftar erorr terus,mohon perlu diperbaharui"
1153,Negative,"Aplikasi rusak, web yg dikasih buat reset pass gak bisa dibuka suw"
1154,Negative,"Pada saat registrasi, pilih PROVINSI error'. Mohon di perbaiki"
1155,Negative,Mohon kasih tau versi terbaru apk ini karna yang ini banyak kendala nya dan eror josn parse.
1156,Negative,"Kata nya perbaikan tidak bisa login, lahh ini malah error, kmaren alasan jaringan.. wkwkwk gitu aja terus, pecat aja semua pegawai2 ga becus kayak gini. Kasian uang rakyat di pakai buat bayar gaji mereka2 ini"
1157,Negative,Aplikasinya sering terjadi erro Sebenarnya pelayanan sosial itu cepat dan Tampa erro agar bisa melayani masyarakat kecil
1158,Negative,"Susah betul mau login, pasword salah terus"
1159,Negative,"Aplikasikannya susahh untuk daftar sama log in nya ada kendala eror terus,"
1160,Negative,"Mau daftar ngk bisa ,eror terus,keterangan aplikasi nya oror ."
1161,Negative,"Aplikasi tidak bisa dibuka.. Berjam-jam, Berhari-hari di coba tetep aja gak bisa login. Muncul notif ""Periksa Koneksi"" Terus padahal kuota masih banyak.. Jaringan bagus.. Sekelas apk kementrian kok seperti ini siihh ? Sebenernya niat gak sih bikin aplikasi ? Bukannya mempermudah tapi malah mempersulit.."
1162,Negative,"Yang mau daftar ,aplikasi nya belum bisa alias error ya . Sebenernya perlu banget aplikasi ini untuk daftar blt .klo lewat rt/klian klo di bali bakal ribet . Disini di ribetin dalam segala hal,padahal ktp sudah denpasar . Apalagi urusan btl/bansos2 begini,yg jelas org terdekat di dahulukan .tolong banget di perbaiki 😔"
1163,Negative,Sangat mengecewakan. Baru saja klik pilihan provinsi loadingnya lama dan ujung-ujungnya koneksi error padahal jaringan stabil. Diulangi dari awal selalu begitu terus bagaimana untuk klik yang selanjutnya. Ulasan-ulasan yang lainnya pun sangat mengecewakan tetapi sepertinya tidak ada tanggapan dan tindak lanjut untuk mengatasinya. Update terbaru aplikasi ini bulan Maret 2022 itu untuk problem foto. Seharusnya cepat tangggap karena sudah banyak yang memberikan bintang 1.
1164,Negative,"Aplikasi sampah untuk buat akun saja verifikasi nya lama sekali hampir 20 hari baru akun terverifikasi. Sudah begitu ketika mau login juga tidak bisa, saya sudah bolak balik mencoba untuk masuk, juga hasilnya sama tidak bisa juga. Pemberitahuan nya muncul ""masalah koneksi"" padahal jaringan lagi bagus. Saya mencoba untuk ganti password juga tidak bisa. Hapus saja aplikasi ini kalau tidak juga diperbaiki masalah tadi. Percuma ga ada guna juga."
1165,Negative,"Ini bagaimana aplikasinya, sudah dapat balasan email dr Kementerian Sosial RI diminta login, sudah coba berkali² tdk bisa dibuka, sudah coba hapus dan download ulang, coba login kembali masih tdk bisa. Setiap gagal masuk tulisan nya ""Terjadi masalah koneksi"" Padahal signal aman² aja g ada gangguan sama sekali. Tolong lah, ini sebenarnya niat mau buat aplikasi ato g sih?"
1166,Negative,"Tolong untuk aplikasi nya di perbaiki agar dapat di gunakan secara normal, Jagan di persulit untuk rakyat yang kesulitan,"
1167,Negative,Aplikasi tadinya bisa dibuka saat ini error terus...
1168,Negative,Ne apk gimana ya min.gk bisa login.sudah daftar...tolong di perbaiki
1169,Negative,"Eror terus pas mau daftar😌, uang buat bikin aplikasi banyak tapi aplikasinya gak guna ,"
1170,Negative,Aplikasi pembodohan...data pembuatan akun sudah sesuai data..keterangannya atribut tidak sesuai...
1171,Negative,mau buat akun saja susah. mutar2 mulu. Kalo memang aplikasi ini sudah gak bisa digunakan lagi ya di hapus saja.
1172,Negative,Sayang sekali aplikasi yang di buat/di kelola negara tapi selalu gangguan Mulu
